SEX,AGE,EDUCATION,INCOME,ACTIVITY,CHURN,NEGTWEETS,STATE
M,83,1,16548,2,0,4,ID
M,60,1,16546,4,0,3,MS
M,67,1,16545,3,0,3,DE
M,69,1,16542,4,0,4,WY
M,29,4,16541,2,0,4,WI
M,23,1,16540,5,0,3,OR
F,52,1,16538,2,0,3,WI
F,87,1,16538,3,0,5,CO
F,29,1,16535,4,0,2,WY
M,55,1,16535,3,0,3,DE
M,29,1,16534,3,0,3,PA
M,87,1,16533,3,1,8,CA
F,54,1,16533,2,0,5,DC
M,36,1,16533,0,0,5,CA
F,37,1,16533,1,0,3,ND
M,51,4,16529,2,0,5,OR
F,47,1,16528,4,1,9,PA
M,62,1,16527,2,1,8,WA
F,65,4,16524,5,0,5,SD
M,63,1,16520,1,0,3,WI
F,65,4,16516,5,0,3,OH
M,53,1,16513,2,0,3,NH
F,61,1,16509,2,0,2,RI
F,79,1,16507,1,0,2,ND
M,61,1,16499,3,0,4,IL
M,57,1,16498,2,0,3,LA
F,44,1,16498,2,1,7,ND
M,70,4,16497,2,0,5,PA
F,29,1,16496,1,1,2,ID
M,57,1,16493,4,0,5,NM
M,47,1,16492,2,0,3,AR
F,51,1,16491,2,0,3,GA
F,30,1,16484,3,0,3,OH
F,53,1,16484,2,0,3,WV
F,79,1,16481,2,0,1,OK
F,34,1,16479,1,0,4,AR
M,81,4,16478,2,0,4,MI
M,58,1,16477,0,0,3,KS
F,48,1,16476,5,1,7,MI
F,37,1,16475,0,1,14,MD
F,32,4,16473,2,0,3,ID
F,52,1,16472,1,0,2,AZ
F,59,1,16466,5,0,4,CO
M,41,4,16463,4,1,7,ID
F,52,1,16458,3,0,4,LA
F,40,1,16456,3,0,3,MN
M,27,1,16454,5,0,2,TX
F,76,1,16451,2,0,5,CA
M,41,1,16444,2,0,2,OH
F,79,1,16444,2,0,3,TX
M,52,4,16441,3,1,15,WA
F,43,4,16434,1,1,8,ID
F,58,1,16430,4,0,2,NV
F,67,1,16425,1,0,3,OH
F,27,4,16421,2,0,3,MT
M,29,1,16419,4,0,3,TN
F,64,1,16417,2,0,3,NC
F,27,1,16416,1,1,8,ID
F,54,4,16416,4,0,2,CT
M,82,4,16411,5,0,3,GA
F,52,1,16409,2,0,4,VT
F,39,1,16407,1,0,4,OK
M,46,1,16406,5,0,3,TN
F,68,4,16405,2,0,2,CO
F,33,1,16403,5,0,2,CA
F,68,1,16403,2,0,2,AL
M,41,4,16395,1,1,9,ID
M,51,1,16384,1,1,10,ND
M,49,1,16379,4,0,2,MI
F,45,4,16378,1,0,4,PA
F,67,1,16377,2,0,1,CT
M,45,1,16374,5,1,9,ID
F,87,1,16373,1,0,2,ID
F,46,1,16369,2,0,3,AL
F,40,4,16365,1,1,14,WA
M,54,1,16364,4,1,10,CA
M,52,1,16359,5,0,4,CT
M,50,4,16358,1,0,2,UT
M,51,4,16357,2,0,4,MS
F,22,1,16356,1,0,2,TN
F,56,1,16354,1,0,2,MD
M,22,1,16352,2,0,3,OH
F,73,4,16350,3,1,5,MI
M,42,1,16346,2,0,1,OH
M,64,1,16346,3,1,11,ID
M,90,4,16345,3,0,4,LA
M,37,1,16342,1,1,5,CA
F,62,1,16341,0,1,10,OR
M,35,1,16341,3,1,10,MD
M,33,4,16338,2,0,4,FL
F,35,4,16335,2,0,5,WY
M,33,1,16334,2,0,3,IN
F,28,1,16331,1,0,4,MO
M,32,1,16330,1,1,8,PA
M,34,1,16329,2,0,3,NH
F,79,1,16329,2,0,1,UT
F,37,1,16328,4,0,3,CO
M,37,1,16328,4,0,5,ME
M,62,1,16325,2,0,2,OR
F,38,4,16319,1,0,3,WI
F,38,1,16317,2,0,3,MO
F,59,1,16317,5,0,3,OR
M,48,1,16314,2,0,4,RI
M,64,1,16314,3,0,2,VA
F,59,4,16313,1,0,2,OH
M,36,1,16311,5,0,4,OH
F,28,1,16310,0,1,14,CA
F,79,4,16308,1,1,9,MD
F,47,1,16307,4,0,1,AZ
M,34,1,16301,2,1,10,MD
M,37,4,16300,1,1,10,MD
F,35,4,16300,2,1,13,WA
F,24,4,16299,2,1,6,CA
M,62,1,16299,2,0,3,WV
F,22,4,16298,3,0,4,NV
M,38,4,16297,2,0,2,ID
M,44,4,16288,1,1,9,CA
F,56,1,16287,0,0,2,GA
M,39,1,16286,2,0,4,NY
F,36,1,16286,2,1,7,MI
M,64,1,16286,0,0,3,SC
F,35,4,16277,1,1,12,ID
M,61,1,16276,5,0,6,VT
M,62,1,16273,4,0,3,MA
M,43,1,16272,3,0,3,MN
M,72,1,16269,1,0,3,MT
M,77,1,16269,1,0,2,NM
F,46,4,16264,5,0,3,WV
F,40,1,16263,5,0,4,UT
M,30,1,16262,4,0,5,MO
F,79,1,16257,2,0,4,PA
M,42,1,16255,2,1,4,OR
F,42,1,16250,4,0,2,MA
M,22,4,16250,1,1,11,MI
M,36,1,16249,4,0,4,NH
F,44,1,16241,3,1,14,CA
M,41,1,16239,4,0,2,TN
F,37,1,16230,2,0,3,VT
M,49,1,16229,4,0,3,KY
F,22,1,16228,0,1,12,PA
M,44,1,16227,4,0,2,ND
M,32,1,16226,4,0,3,NH
F,56,1,16218,4,1,13,PA
M,26,4,16216,2,0,2,IL
F,62,1,16213,2,0,2,TX
F,51,1,16213,2,0,4,IN
M,36,1,16212,1,1,10,ID
M,25,1,16212,1,1,14,MD
F,76,1,16209,2,0,2,SC
M,58,4,16200,1,0,5,OR
M,50,1,16199,1,1,16,ID
M,40,1,16198,1,0,4,AZ
M,36,4,16197,1,0,4,CO
F,68,4,16196,4,0,2,IA
F,52,1,16195,2,1,6,ND
F,57,1,16190,2,0,2,AZ
M,60,1,16183,3,0,3,MD
F,59,1,16182,2,0,4,ID
M,57,1,16179,2,0,3,NE
M,38,1,16174,2,0,2,MN
M,45,1,16161,2,0,1,NV
M,22,1,16160,1,1,16,MD
F,26,1,16153,1,1,8,MI
F,61,1,16153,1,0,4,LA
M,51,1,16148,0,1,7,MI
M,83,1,16147,2,0,3,LA
F,46,4,16145,0,1,14,MD
F,52,1,16143,1,0,3,TX
F,64,1,16141,2,0,2,ME
F,59,1,16140,2,0,1,CA
F,41,1,16139,1,0,2,OK
F,43,4,16137,3,0,2,IA
F,66,1,16136,1,0,4,OK
M,41,1,16136,3,0,5,IL
M,41,4,16132,2,0,4,WV
F,81,1,16129,4,0,3,TN
F,48,4,16128,2,0,2,AZ
M,79,1,16126,5,0,3,AK
F,56,1,16125,0,0,2,WY
M,61,1,16119,2,0,4,PA
M,56,1,16119,1,0,3,MT
F,77,1,16113,1,0,5,NY
M,30,1,16112,2,1,14,MI
F,26,4,16110,3,0,3,OH
F,28,1,16109,2,0,2,KY
M,39,4,16107,3,0,4,WY
F,63,1,16106,4,1,10,PA
M,24,1,16106,1,1,16,ND
M,67,1,16105,0,0,4,OR
M,31,1,16103,1,0,5,UT
F,22,1,16099,4,0,3,NJ
F,58,1,16097,3,0,3,RI
M,34,1,16094,1,1,6,PA
M,28,1,16090,0,1,8,MI
M,60,1,16090,4,0,3,MO
M,40,4,16080,3,0,4,CT
M,79,1,16079,2,0,3,NH
M,81,1,16079,2,0,4,NJ
F,35,1,16077,0,1,11,ND
F,54,1,16077,2,0,2,AZ
F,47,4,16075,2,0,3,AZ
M,45,1,16075,2,0,1,ND
M,39,1,16074,0,1,9,ID
M,41,1,16074,2,0,2,GA
M,57,1,16073,0,0,4,SC
M,60,1,16072,5,0,2,MT
F,49,4,16069,2,0,3,PA
F,70,1,16064,2,0,1,WA
M,55,1,16063,0,0,3,NV
M,50,1,16062,2,0,3,NC
F,60,1,16058,2,0,2,WA
M,43,4,16058,0,1,11,ND
M,62,1,16058,2,0,3,OH
F,29,1,16058,2,1,12,ID
F,22,1,16053,2,1,16,ID
F,44,1,16052,2,0,3,MD
F,48,4,16050,3,0,4,IN
M,22,1,16049,2,0,3,CT
M,42,1,16046,0,1,13,ID
M,60,4,16044,3,0,2,AL
F,25,1,16043,5,0,4,MO
F,63,1,16043,2,0,3,AR
M,53,1,16042,1,0,3,IN
F,79,4,16038,3,0,2,IA
F,24,4,16037,5,0,5,MN
M,52,1,16034,3,0,1,AR
F,40,1,16033,2,0,2,NM
F,44,1,16033,2,1,7,PA
F,89,4,16032,1,0,4,CT
M,66,1,16026,0,0,2,OH
M,34,1,16026,1,0,2,NJ
F,31,4,16025,5,0,2,AK
F,25,1,16021,5,1,13,ND
M,83,1,16020,5,0,2,MO
F,79,4,16015,4,1,13,PA
M,50,4,16014,2,0,3,SC
M,32,1,16014,1,1,8,OR
F,84,1,16011,4,0,4,SD
F,28,1,16010,1,1,13,ID
M,49,1,16009,2,0,2,MI
F,42,1,16002,1,1,6,ND
M,37,4,16001,0,1,15,ND
M,57,1,16000,5,0,1,MO
F,25,1,16000,2,1,8,WA
F,21,1,15996,4,1,11,PA
M,31,1,15981,2,0,3,GA
M,39,1,15969,1,1,11,OR
F,37,4,15969,3,0,4,DC
F,50,1,15968,5,0,3,CT
M,35,1,15964,2,0,3,ME
F,47,1,15964,5,0,3,NE
F,36,1,15959,2,0,4,SC
M,48,4,15956,3,0,3,IL
M,50,1,15953,2,0,2,ND
F,35,4,15952,1,1,11,ID
F,35,4,15942,4,0,3,VA
F,42,1,15936,2,0,4,AR
F,32,4,15933,1,1,9,PA
M,35,4,15930,5,0,4,MD
F,52,4,15928,1,0,3,WV
F,23,1,15927,1,0,3,OK
F,50,1,15924,3,0,5,OR
M,74,1,15921,2,0,2,MO
F,70,1,15919,3,0,3,CO
M,51,4,15912,2,0,3,ND
M,50,1,15908,2,0,3,AZ
M,72,1,15906,4,0,4,CO
M,70,1,15904,2,0,4,MA
F,35,1,15899,0,1,12,MI
M,35,4,15898,2,0,4,NC
M,62,1,15896,2,0,2,IL
M,56,1,15894,3,1,7,ND
M,77,1,15890,5,0,4,MD
F,59,1,15886,1,0,5,FL
F,31,1,15886,1,1,11,ND
M,87,1,15881,1,0,2,ME
M,54,1,15874,1,1,11,CA
F,52,1,15873,1,0,2,SD
F,71,1,15873,2,0,2,AR
F,68,1,15871,1,0,4,TN
F,73,4,15869,4,0,3,TX
F,37,1,15859,2,0,2,WY
M,68,4,15858,5,0,2,RI
M,34,1,15855,2,0,1,ME
M,44,4,15851,3,0,3,ND
F,38,1,15846,0,1,10,WA
F,68,1,15845,2,1,11,CA
M,38,4,15842,3,0,2,WA
F,46,1,15840,2,0,4,DE
M,36,1,15840,1,1,8,MI
F,46,1,15839,1,0,6,AR
M,64,1,15839,2,1,4,OR
M,58,1,15837,1,0,3,MO
F,68,1,15831,4,0,3,CA
M,38,1,15828,1,1,14,MI
F,62,1,15826,1,0,3,ID
M,40,1,15824,5,0,3,WA
M,37,1,15817,2,0,4,RI
M,82,1,15817,3,0,4,IA
M,67,1,15816,4,1,13,MI
M,53,4,15812,0,1,12,ID
F,50,4,15812,2,0,4,NM
M,70,1,15811,4,0,3,WI
M,36,4,15808,1,1,5,CA
F,60,1,15803,4,0,3,NY
M,42,1,15803,3,0,2,OK
F,51,1,15802,2,0,3,ID
M,75,4,15797,1,1,12,ID
M,45,1,15796,2,0,3,AZ
F,55,1,15795,3,1,8,MI
M,32,4,15795,2,0,2,WA
F,65,4,15791,2,1,12,PA
F,37,1,15785,2,1,14,MD
F,44,1,15785,4,0,3,MA
F,45,4,15783,5,0,2,MI
M,66,1,15783,2,0,3,RI
M,79,4,15777,0,0,4,MO
F,25,4,15776,0,1,9,PA
F,27,1,15770,5,0,1,MA
M,58,4,15766,2,0,3,KS
F,62,1,15764,1,0,2,NH
F,53,1,15754,0,1,6,PA
M,52,1,15753,0,0,5,MA
F,84,4,15752,1,1,7,ND
F,77,1,15752,5,0,3,OH
M,81,1,15751,5,0,3,CT
F,83,1,15751,2,0,3,ME
F,21,1,15750,2,1,10,WA
M,42,1,15749,1,1,11,ND
M,74,4,15747,4,0,2,KS
F,62,1,15745,2,0,2,OR
F,57,1,15745,3,0,3,IN
M,29,1,15742,2,0,3,SD
F,49,1,15738,5,0,5,MN
F,58,1,15733,2,0,3,SD
F,35,4,15729,1,1,6,CA
F,56,4,15727,2,0,5,MS
M,35,1,15727,2,0,4,UT
F,52,1,15726,2,0,4,KY
F,25,4,15721,2,0,3,AZ
F,60,1,15715,2,0,1,OH
M,49,1,15714,2,0,4,AZ
F,49,1,15712,0,0,2,IN
F,33,1,15707,1,1,14,OR
M,43,1,15701,1,0,4,IA
M,35,1,15693,2,0,2,RI
F,47,1,15693,2,0,3,GA
M,50,1,15692,1,0,3,NV
F,56,1,15687,4,0,3,AZ
F,70,1,15683,3,0,3,SD
F,24,1,15681,3,1,15,PA
M,24,1,15677,2,0,3,AL
M,46,1,15676,1,0,1,AZ
F,20,4,15673,1,0,4,VT
F,52,1,15665,2,1,5,MI
F,48,1,15657,2,0,1,OR
F,48,1,15654,4,0,3,NJ
M,51,4,15652,2,0,2,GA
M,68,1,15648,2,0,3,KS
M,58,4,15636,2,0,4,IN
M,34,4,15634,2,0,4,MA
F,61,4,15631,2,0,5,WA
F,26,4,15629,1,1,9,ID
M,53,1,15628,1,0,5,LA
M,52,1,15620,0,0,5,OK
M,32,1,15616,3,1,7,ID
M,38,1,15615,4,0,3,FL
M,71,1,15614,2,0,4,FL
F,50,1,15613,2,0,2,GA
F,42,4,15613,0,1,12,ND
M,41,1,15609,3,0,3,NE
F,57,1,15608,3,0,2,RI
F,64,1,15608,1,0,3,WV
M,45,4,15603,2,0,3,VT
F,49,4,15602,2,0,2,MD
M,54,1,15601,2,0,3,SD
F,60,1,15592,4,0,2,MD
F,72,4,15589,2,0,3,MS
M,45,1,15587,0,1,9,ID
F,36,1,15585,1,0,3,ND
M,69,4,15584,2,0,4,MO
M,47,4,15583,2,0,3,ME
M,25,1,15579,0,1,11,ID
M,49,1,15578,5,0,2,RI
F,31,4,15575,2,1,8,MD
F,28,1,15574,1,0,3,WY
F,31,1,15574,1,1,8,MI
M,25,1,15572,3,0,3,ME
M,51,1,15571,5,0,3,NY
M,23,4,15570,5,0,3,CO
F,48,4,15567,2,0,3,NH
F,30,1,15567,2,0,3,WA
F,45,1,15565,2,0,4,MT
M,53,1,15564,2,0,2,VT
M,50,1,15560,1,0,2,RI
M,85,1,15558,2,0,2,IN
F,29,1,15557,1,1,16,WA
M,36,1,15556,4,0,3,MD
F,71,4,15546,4,0,3,KY
M,23,1,15545,1,1,8,MD
M,26,1,15545,1,0,3,OR
F,35,4,15532,1,1,8,ND
F,68,4,15531,0,0,2,SD
F,30,1,15528,3,0,1,WV
M,50,4,15527,3,0,3,LA
F,41,1,15525,2,0,3,AK
F,31,1,15523,3,0,3,OR
F,46,1,15523,4,0,2,VA
F,58,1,15521,5,0,4,KS
M,60,4,15520,1,1,6,WA
M,43,1,15514,5,0,2,AL
F,72,1,15511,2,0,3,OK
M,38,4,15510,4,0,2,DE
M,63,1,15509,2,0,5,NH
M,26,4,15503,4,0,1,ME
F,46,1,15503,4,0,2,MI
F,45,1,15499,1,0,3,MN
F,44,1,15497,0,1,10,ID
F,20,1,15497,0,1,15,WA
M,61,4,15490,1,0,3,RI
F,47,1,15489,2,0,4,IN
M,39,1,15483,5,0,3,MS
M,41,1,15482,2,0,4,MS
M,52,1,15482,2,0,3,NY
F,36,1,15480,3,0,2,IA
F,26,1,15480,3,0,4,NJ
F,52,1,15480,0,0,3,IA
F,49,1,15478,2,0,2,OH
F,76,1,15475,2,0,3,MI
F,55,1,15475,4,0,3,AR
M,39,4,15473,5,0,2,VT
M,77,4,15473,2,0,4,WI
M,50,1,15469,0,0,3,CA
F,36,1,15469,5,0,4,NV
M,67,1,15466,1,0,1,RI
F,65,1,15463,2,0,4,MN
M,41,4,15462,4,0,4,OK
M,61,1,15462,4,0,2,FL
M,31,1,15461,1,1,11,PA
F,50,1,15460,5,0,4,PA
F,57,1,15460,1,0,4,RI
F,27,1,15457,1,0,2,ND
M,52,4,15454,5,0,4,OR
F,46,4,15450,2,0,2,NH
F,34,4,15449,2,0,1,WA
M,24,4,15447,2,0,4,OK
M,60,1,15447,4,0,3,VA
M,26,1,15444,2,1,10,MD
M,49,1,15443,2,0,2,SC
F,40,1,15442,4,0,2,MN
M,53,4,15442,3,0,3,IA
F,37,1,15442,2,0,4,AK
F,30,1,15440,4,0,3,NV
M,26,1,15440,3,0,3,ID
M,24,1,15440,0,1,12,MD
M,29,1,15436,1,1,8,MI
M,48,1,15434,3,0,2,NJ
M,36,1,15432,0,1,7,MI
M,60,4,15428,1,0,4,CT
M,46,1,15425,3,0,4,NV
M,49,1,15423,2,0,3,IL
M,25,1,15422,3,1,7,WA
F,33,1,15422,2,0,2,KY
F,28,4,15417,2,0,4,KY
M,39,4,15415,2,0,2,TN
M,56,4,15415,0,0,2,MI
F,52,1,15409,2,0,6,AK
F,41,4,15408,3,0,3,MN
F,62,1,15406,0,1,8,MI
M,23,1,15406,0,1,12,OR
M,32,4,15405,0,1,5,PA
M,66,4,15402,4,0,3,AZ
F,68,4,15401,0,1,9,CA
F,38,1,15401,5,0,2,AK
M,36,1,15400,4,0,3,MT
M,26,1,15399,4,0,5,ID
F,32,4,15394,5,0,3,NC
F,47,1,15394,2,0,3,CT
F,38,1,15390,1,1,10,MD
M,30,1,15389,4,0,4,CO
M,67,4,15385,3,0,4,MA
F,86,1,15385,2,0,2,IA
M,35,4,15383,2,0,4,AK
M,42,4,15383,4,0,2,WI
F,59,1,15381,1,0,5,PA
F,41,1,15379,1,1,10,WA
M,62,4,15378,3,0,3,WI
M,69,4,15377,2,0,4,DC
F,54,1,15375,4,0,1,MS
F,75,1,15375,3,0,4,NM
M,40,1,15375,2,0,3,PA
F,58,4,15375,5,0,3,NH
M,29,4,15371,5,1,9,WA
M,67,1,15371,2,1,12,CA
F,38,4,15370,2,0,3,DE
F,40,1,15357,2,0,2,PA
F,41,1,15357,2,0,4,FL
F,38,1,15353,5,0,3,DC
M,68,4,15347,2,1,9,WA
F,75,1,15342,1,0,2,AZ
F,45,1,15342,1,1,7,ID
F,46,1,15340,5,0,2,GA
F,54,1,15339,3,0,3,AK
F,41,1,15327,1,1,14,CA
F,69,1,15323,1,0,4,NE
F,74,1,15319,0,0,4,CO
F,45,1,15318,2,0,2,VT
M,73,1,15316,0,1,11,MD
M,77,1,15311,3,0,4,NH
M,21,1,15307,3,1,11,WA
M,40,4,15302,2,1,8,MI
F,34,1,15302,1,0,4,AL
F,34,1,15300,4,0,1,RI
M,25,1,15299,1,0,3,WV
F,26,4,15299,0,1,15,OR
M,70,1,15294,2,0,2,MI
F,31,4,15291,2,0,5,TX
M,37,1,15288,3,1,6,PA
M,36,1,15285,0,1,10,OR
M,35,4,15284,2,0,1,OH
F,40,1,15282,5,0,2,MS
F,75,1,15281,2,0,3,MS
F,38,4,15280,1,0,5,TX
M,25,1,15277,2,1,10,MI
M,23,1,15275,5,0,3,WA
M,32,4,15271,1,1,12,ND
F,45,4,15264,4,0,3,MT
F,66,1,15264,2,0,4,NM
M,74,1,15264,1,0,3,FL
M,53,1,15258,4,0,2,VA
M,42,1,15255,3,0,0,AZ
M,43,1,15254,4,1,7,WA
M,27,1,15254,2,0,2,TN
M,39,1,15252,2,0,4,ND
M,51,1,15250,2,0,5,OH
M,48,1,15247,2,1,13,PA
F,25,1,15245,0,1,10,WA
F,46,1,15241,1,0,2,CO
F,30,1,15238,2,0,3,WA
M,52,1,15236,2,0,2,CO
M,52,1,15234,1,0,2,KS
M,57,1,15229,2,0,3,KS
F,36,1,15228,2,0,3,TN
F,69,1,15226,5,0,6,NJ
M,43,4,15225,3,0,4,WI
F,24,1,15223,4,0,2,NM
M,42,1,15221,0,1,12,CA
M,52,1,15220,2,0,2,WV
F,49,1,15212,2,0,3,CT
F,24,4,15212,1,1,10,MI
F,49,1,15211,2,1,9,OR
F,48,1,15210,5,0,3,CO
F,54,1,15205,2,0,4,NV
F,48,1,15199,2,0,2,WV
M,70,4,15198,5,0,0,KY
F,80,1,15195,3,0,4,WI
M,43,4,15195,2,0,2,SD
M,55,1,15192,2,0,4,LA
F,34,4,15192,3,0,5,WY
F,51,1,15188,3,0,2,FL
F,20,1,15188,2,0,3,AK
M,35,1,15187,1,1,11,WA
M,56,1,15186,3,0,2,UT
M,69,1,15185,3,0,4,NC
M,60,4,15184,1,1,12,PA
M,25,4,15183,4,0,4,NC
M,64,1,15173,4,0,3,NJ
M,57,1,15169,1,1,11,WA
F,49,1,15167,2,0,4,UT
M,84,1,15164,0,1,10,OR
M,50,1,15163,4,0,3,ID
M,40,4,15161,1,1,13,ID
M,36,1,15157,5,0,1,NC
F,57,4,15151,1,1,15,ND
M,31,4,15149,2,0,4,MN
F,37,4,15149,2,0,3,SD
M,61,1,15143,2,0,4,CT
M,82,1,15143,1,1,9,MD
M,63,1,15140,4,0,4,NY
F,41,1,15132,1,1,7,PA
F,45,4,15131,1,0,3,SC
M,51,4,15118,0,0,4,DC
F,44,1,15115,1,1,12,PA
F,69,4,15109,0,1,8,ID
M,22,1,15105,1,0,1,NV
M,44,1,15097,5,0,4,ME
M,33,1,15097,2,0,3,DE
M,48,1,15094,1,1,13,CA
M,83,1,15089,2,1,8,PA
F,43,1,15088,3,0,2,NH
F,69,1,15087,2,0,3,IL
F,23,1,15084,1,1,11,WA
M,47,4,15084,0,1,12,CA
M,51,1,15083,2,0,3,MS
M,60,1,15079,1,0,4,WI
F,76,1,15074,1,0,3,MT
M,33,1,15071,3,0,4,IL
M,34,4,15070,0,1,10,MI
F,38,1,15069,2,0,3,UT
M,36,4,15069,3,0,4,MN
M,36,1,15069,3,0,3,DE
F,34,1,15066,3,0,5,AL
M,59,1,15062,1,0,3,OH
M,63,1,15061,0,0,4,MS
M,56,4,15060,1,0,3,CO
M,69,1,15060,2,0,3,DE
M,63,1,15057,2,0,2,WI
F,81,1,15055,2,0,2,FL
M,40,4,15052,0,1,13,OR
M,42,1,15051,2,0,2,LA
F,38,1,15048,3,0,3,OH
M,58,4,15044,1,0,3,SC
M,28,1,15044,4,0,4,AR
F,88,1,15041,2,0,1,ID
M,52,1,15039,4,0,1,NH
M,51,4,15036,2,0,4,AL
F,64,4,15033,1,0,2,WA
F,23,1,15028,2,1,2,PA
M,41,1,15027,1,1,15,MD
F,57,1,15019,4,0,3,TN
M,42,1,15016,2,0,3,TX
M,30,1,15013,0,1,10,MD
F,39,1,15007,1,1,13,OR
F,47,1,15007,4,1,12,WA
M,46,4,15006,2,0,4,AR
M,59,1,15006,1,0,2,CT
M,58,1,15005,0,1,10,MI
F,25,4,15003,1,0,3,DC
M,55,4,15002,2,0,4,NE
M,51,1,15000,2,0,3,AR
F,42,1,14996,2,0,3,OK
F,56,1,14995,5,0,2,WV
F,22,4,14994,4,0,2,IA
F,50,1,14994,4,0,3,ME
F,88,1,14993,1,0,4,MI
F,23,1,14992,1,1,17,OR
F,77,1,14991,2,0,5,WI
F,38,1,14988,1,1,10,MI
M,34,1,14983,2,0,4,ID
M,35,4,14983,2,0,3,WI
F,39,1,14982,4,0,3,LA
F,60,1,14977,4,0,2,AR
F,44,1,14977,1,0,4,MN
F,40,1,14971,3,0,4,OR
F,42,1,14970,1,1,14,MI
M,47,1,14970,5,0,2,CA
F,37,4,14970,2,0,3,RI
F,54,1,14965,1,0,6,SD
M,26,1,14962,2,0,2,IL
M,55,4,14961,2,0,2,NM
M,41,1,14960,5,0,2,ME
M,35,1,14959,3,0,4,OK
M,42,1,14956,2,0,3,NJ
F,73,1,14955,4,0,3,NC
F,36,1,14954,1,1,10,ND
F,53,1,14954,4,0,2,TN
F,25,1,14952,5,1,10,MI
F,34,1,14949,3,0,2,NM
F,33,4,14947,4,0,4,LA
F,53,1,14947,0,1,12,MI
M,58,1,14946,2,0,0,MN
F,64,1,14944,1,0,3,ID
M,39,1,14940,0,0,3,GA
F,43,4,14934,2,0,2,WA
M,28,1,14933,2,1,15,OR
M,34,1,14933,1,1,9,PA
F,24,1,14929,1,0,2,AR
F,53,1,14929,0,0,2,KY
F,44,1,14927,1,0,3,NH
F,60,1,14924,3,1,9,CA
M,38,1,14920,4,0,5,OR
M,56,1,14919,1,0,3,LA
F,44,4,14919,2,0,2,NV
M,21,1,14914,1,1,6,WA
M,61,1,14910,0,0,6,OH
M,45,1,14908,1,0,2,OK
F,31,1,14905,5,0,3,TN
M,43,4,14903,2,0,2,IL
F,39,4,14899,2,0,2,IL
F,33,4,14898,5,0,2,WY
M,35,4,14894,2,0,4,PA
M,60,4,14884,2,0,3,MA
M,72,1,14884,5,0,4,DE
F,51,1,14875,1,0,3,MA
F,39,1,14871,1,1,14,ID
M,47,1,14869,4,0,4,AR
M,55,1,14859,5,0,4,AZ
M,25,4,14858,4,0,3,MN
F,50,1,14857,2,0,3,WV
F,33,1,14853,3,0,3,IN
M,54,1,14849,3,0,2,UT
F,40,1,14848,3,1,11,PA
M,58,1,14848,2,0,3,SD
M,65,4,14847,5,0,3,TX
M,45,4,14840,1,1,8,PA
M,54,1,14839,4,0,2,IN
M,43,1,14838,3,0,2,AZ
F,45,4,14836,5,0,3,GA
F,53,1,14832,5,0,2,NY
M,42,1,14830,2,0,2,PA
M,74,4,14828,0,1,12,WA
M,77,4,14827,3,0,3,GA
F,42,1,14827,4,0,3,VT
F,47,4,14826,2,0,3,SD
M,66,4,14825,0,0,3,WV
M,47,1,14820,2,0,4,NY
M,38,1,14819,2,0,4,MO
M,54,1,14815,1,1,12,MD
M,29,1,14814,1,1,11,PA
M,33,4,14813,4,0,4,OH
M,34,1,14811,1,0,2,OR
F,20,1,14811,2,0,3,KY
F,63,1,14808,3,0,1,MA
F,60,1,14806,1,1,7,MI
F,66,1,14801,1,1,9,WA
F,69,4,14797,2,0,3,MO
M,64,1,14796,2,0,3,GA
M,50,1,14794,0,0,5,NM
M,47,4,14789,1,1,10,MI
F,24,1,14777,5,0,3,LA
M,52,1,14772,0,1,10,MI
M,62,1,14760,1,0,4,AK
M,44,1,14759,3,0,3,ND
M,56,4,14759,2,0,4,CO
M,33,4,14753,5,0,4,WV
F,22,1,14749,5,0,3,NH
M,45,1,14747,1,0,4,NH
F,35,1,14744,1,0,4,TX
F,49,1,14742,0,0,4,NM
F,33,1,14742,4,0,4,CA
F,30,1,14737,2,0,5,CA
M,34,4,14731,2,0,1,WV
F,38,1,14723,4,0,3,ME
M,30,4,14720,3,1,14,CA
F,39,1,14718,1,1,5,ID
F,48,1,14715,3,1,6,MD
F,75,1,14713,2,0,3,ME
F,61,1,14711,1,0,2,MI
F,34,1,14710,3,0,1,AL
F,49,1,14707,2,0,4,NJ
M,45,1,14702,5,0,4,MD
M,68,1,14701,3,0,3,MT
M,26,1,14693,5,0,2,NM
F,55,1,14689,0,0,5,VA
F,61,1,14688,0,0,3,SD
M,62,1,14685,4,0,2,WV
F,64,1,14685,1,0,3,NJ
M,70,1,14683,1,1,9,MI
F,64,1,14679,2,0,3,DE
M,54,1,14668,0,0,3,FL
M,52,4,14667,1,1,10,ND
M,85,1,14666,3,0,4,AZ
F,30,4,14665,2,0,4,SD
M,31,1,14665,1,1,13,WA
F,68,4,14664,4,0,3,MS
M,71,1,14661,2,0,3,VA
M,53,1,14655,1,0,4,PA
M,53,1,14654,2,0,4,IA
M,21,1,14653,2,0,3,IA
F,25,1,14649,2,1,13,MD
F,38,1,14649,2,0,2,NJ
F,35,4,14642,2,1,7,ID
M,55,4,14637,1,0,1,NM
F,50,1,14637,3,0,3,SC
F,44,1,14635,2,0,3,VT
F,52,4,14634,4,1,12,ND
M,59,1,14624,2,0,3,NY
M,21,4,14617,5,0,3,OR
M,25,1,14617,2,0,3,IA
M,55,4,14612,1,0,4,LA
F,51,1,14607,2,0,4,VT
F,38,1,14595,4,0,4,WI
F,38,4,14593,1,1,9,MI
